"Snow_Course_Name","Number","Elevation_metres","Date_of_Survey","Snow_Depth_cm","Water_Equiv_mm","Survey_Code","percent_Normal","Density_pecent","Survey_Period","Normal_mm"
"SULLIVAN MINE","2C04",1580,"5/30/2013",0,0,NA,0,NA,"June_1",6
"SILVER STAR MOUNTAIN","2F10",1834,"5/30/2013",110,585,NA,127,53,"June_1",460
"HUDSON BAY MTN.","4B03A",1452,"5/30/2013",12,48,NA,19,40,"June_1",259
"GRAY CREEK (LOWER)","2D05",1558,"5/31/2013",20,94,NA,64,47,"June_1",148
"GRAY CREEK (UPPER)","2D10",1926,"5/31/2013",107,552,NA,117,52,"June_1",470
"MOUNT KOBAU","2F12",1817,"5/31/2013",37,184,NA,152,50,"June_1",121
"ADAMS RIVER","1E07",1769,"6/1/2013",85,472,NA,87,56,"June_1",540
"BIRD CREEK","1A23",1196,"6/1/2013",0,0,NA,0,NA,"June_1",0
"MOUNT WELLS","1B01",1489,"6/1/2013",22,95,NA,44,43,"June_1",217
"TAHTSA LAKE","1B02",1319,"6/1/2013",107,623,NA,63,58,"June_1",982
"SKINS LAKE","1B05",877,"6/1/2013",0,0,NA,0,NA,"June_1",0
"MOUNT SWANNELL","1B06",1596,"6/1/2013",19,58,NA,53,31,"June_1",110
"NUTLI LAKE","1B07",1502,"6/1/2013",0,0,NA,0,NA,"June_1",241
"RECORD MOUNTAIN","2B09",1906,"6/1/2013",48,204,NA,53,43,"June_1",384
"CHAR CREEK","2D06",1290,"6/1/2013",0,0,"T",0,NA,"June_1",82
"KIDPRICE LAKE","4B01",1415,"6/1/2013",51,283,NA,45,55,"June_1",630
"BIG WHITE MOUNTAIN","2E03",1672,"6/2/2013",29,126,NA,83,43,"June_1",151
"ENDERBY","1F04",1948,"6/3/2013",189,996,NA,108,53,"June_1",919
"ORCHID LAKE","3A19",1178,"6/3/2013",219,1330,NA,94,61,"June_1",1409
"PENFOLD CREEK","1C23",1687,"6/4/2013",140,810,NA,96,58,"June_1",841
"MOUNT TIMOTHY","1C17",1632,"6/7/2013",0,0,NA,0,NA,"June_1",52
"HUDSON BAY MTN.","4B03A",1452,"6/13/2013",0,0,NA,0,NA,"June_15",96
"RECORD MOUNTAIN","2B09",1906,"6/14/2013",8,36,NA,28,45,"June_15",127
"DOG MOUNTAIN","3A10",1007,"6/14/2013",96,520,NA,130,54,"June_15",399
"ENDERBY","1F04",1948,"6/15/2013",131,738,NA,108,56,"June_15",684
"ORCHID LAKE","3A19",1178,"6/16/2013",148,880,NA,88,59,"June_15",1002
"MOUNT ABBOT","2A14",2031,"12/27/2013",155,426,NA,73,27,"January_1",584
"FORT NELSON AIRPORT","4C05",368,"12/27/2013",60,49,"A",86,8,"January_1",57
"GLACIER","2A02",1249,"12/28/2013",118,307,NA,101,26,"January_1",304
"SULLIVAN MINE","2C04",1580,"12/28/2013",61,130,NA,104,21,"January_1",125
"MOUNT KOBAU","2F12",1817,"12/28/2013",36,65,NA,47,18,"January_1",139
"MOUNT TIMOTHY","1C17",1632,"12/29/2013",92,206,NA,129,22,"January_1",160
"PUNTZI MOUNTAIN","1C22",939,"12/29/2013",32,52,NA,144,16,"January_1",36
"FIDELITY MOUNTAIN","2A17",1852,"12/29/2013",184,497,NA,83,27,"January_1",596
"GREYBACK RESERVOIR","2F08",1548,"12/29/2013",62,163,NA,154,26,"January_1",106
"BIG CREEK","1C21",1130,"12/30/2013",35,68,NA,213,19,"January_1",32
"BLUE RIVER","1E01B",673,"12/30/2013",89,177,NA,119,20,"January_1",149
"KICKING HORSE","2A07",1648,"12/30/2013",74,124,NA,84,17,"January_1",147
"TERRACE AIRPORT","4B13A",219,"12/30/2013",21,58,NA,79,28,"January_1",73
"FARRON","2B02A",1229,"12/31/2013",50,115,NA,79,23,"January_1",146
"HUDSON BAY MTN.","4B03A",1452,"12/31/2013",116,275,NA,104,24,"January_1",264
"DEASE LAKE","4C03",805,"12/31/2013",83,168,NA,247,20,"January_1",68
"MCGILLIVRAY PASS","1C05",1715,"1/1/2014",64,143,NA,52,22,"January_1",274
"TYAUGHTON CREEK (NORTH)","1C40",1946,"1/1/2014",79,180,NA,74,23,"January_1",244
"KEYSTONE CREEK","2A18",1839,"1/1/2014",110,296,NA,73,27,"January_1",405
"SUNBEAM LAKE","2A22",2066,"1/1/2014",NA,NA,"N",NA,NA,"January_1",NA
"BUSH RIVER","2A23",1982,"1/1/2014",NA,NA,"N",NA,NA,"January_1",NA
"DOWNIE SLIDE (LOWER)","2A27",964,"1/1/2014",140,372,NA,125,27,"January_1",298
"DOWNIE SLIDE (UPPER)","2A29",1628,"1/1/2014",178,520,NA,74,29,"January_1",706
"FERNIE EAST","2C07",1213,"1/1/2014",48,106,NA,80,22,"January_1",132
"MOUNT JOFFRE","2C16",1763,"1/1/2014",78,184,NA,111,24,"January_1",166
"CHAR CREEK","2D06",1290,"1/1/2014",74,184,NA,77,25,"January_1",239
"LAC LE JEUNE (UPPER)","1C25",1471,"1/2/2014",26,61,NA,88,23,"January_1",69
"NELSON","2D04",952,"1/2/2014",48,100,NA,60,21,"January_1",167
"SUMMERLAND RESERVOIR","2F02",1304,"1/2/2014",55,121,NA,121,22,"January_1",100
"ISINTOK LAKE","2F11",1651,"1/2/2014",40,57,"A",83,14,"January_1",69
"LONGWORTH (UPPER)","1A05",1693,"1/3/2014",NA,NA,"N",NA,NA,"January_1",NA
"PACIFIC LAKE","1A11",756,"1/3/2014",190,577,NA,190,30,"January_1",303
"KNUDSEN LAKE","1A15",1598,"1/3/2014",242,664,NA,156,27,"January_1",427
"TAHTSA LAKE","1B02",1319,"1/3/2014",147,444,NA,41,30,"January_1",1084
"SKINS LAKE","1B05",877,"1/3/2014",0,0,"T",0,NA,"January_1",54
"MOUNT SWANNELL","1B06",1596,"1/3/2014",72,153,NA,62,21,"January_1",247
"BRALORNE","1C14",1382,"1/3/2014",28,56,NA,69,20,"January_1",81
"GRANITE MOUNTAIN","1C33A",1175,"1/3/2014",64,124,NA,133,19,"January_1",93
"BRALORNE (UPPER)","1C37",1980,"1/3/2014",NA,NA,"N",NA,NA,"January_1",NA
"DOWNTOWN LAKE (UPPER)","1C38",1884,"1/3/2014",NA,NA,"N",NA,NA,"January_1",NA
"BRIDGE GLACIER (LOWER)","1C39",1393,"1/3/2014",38,74,NA,25,19,"January_1",298
"ABERDEEN LAKE","1F01A",1262,"1/3/2014",41,71,"A",76,17,"January_1",94
"GROUSE MOUNTAIN","3A01",1126,"1/3/2014",34,140,NA,29,41,"January_1",485
"DOG MOUNTAIN","3A10",1007,"1/3/2014",32,134,NA,27,42,"January_1",488
"FORBIDDEN PLATEAU","3B01",1110,"1/3/2014",32,112,NA,18,35,"January_1",621
"ELK RIVER","3B04",270,"1/3/2014",0,0,NA,0,NA,"January_1",49
"WOLF RIVER (MIDDLE)","3B18",1050,"1/3/2014",0,0,"T",0,NA,"January_1",262
"WOLF RIVER (LOWER)","3B19",615,"1/3/2014",0,0,"T",0,NA,"January_1",161
"PINE PASS","4A02",1439,"1/3/2014",272,795,NA,127,29,"January_1",626
"MORFEE MOUNTAIN","4A16",1427,"1/3/2014",216,637,NA,150,29,"January_1",425
"MOUNT SHEBA","4A18",1480,"1/3/2014",231,628,NA,143,27,"January_1",438
"MONKMAN CREEK","4A20",1566,"1/3/2014",137,386,NA,139,28,"January_1",277
"KIDPRICE LAKE","4B01",1415,"1/3/2014",136,369,NA,41,27,"January_1",894
"MONASHEE PASS","2E01",1387,"1/4/2014",82,226,NA,139,28,"January_1",163
"KAZA LAKE","1A12",1247,"1/4/2014",94,232,NA,127,25,"January_1",182
"BIRD CREEK","1A23",1196,"1/4/2014",54,76,NA,44,14,"January_1",174
"MOUNT WELLS","1B01",1489,"1/4/2014",98,256,NA,55,26,"January_1",465
"NUTLI LAKE","1B07",1502,"1/4/2014",66,173,NA,33,26,"January_1",527
"STAVE LAKE","1D08",1211,"1/4/2014",84,226,"A",39,27,"January_1",578
"WAHLEACH LAKE","1D09",1395,"1/4/2014",67,187,NA,78,28,"January_1",240
"NAHATLATCH RIVER","1D10",1530,"1/4/2014",NA,NA,"N",NA,NA,"January_1",NA
"DICKSON LAKE","1D16",1147,"1/4/2014",NA,NA,"N",NA,NA,"January_1",NA
"GOLDSTREAM","2A16",1914,"1/4/2014",209,560,NA,95,27,"January_1",588
"KIRBYVILLE LAKE","2A25",1739,"1/4/2014",192,517,NA,84,27,"January_1",613
"WHATSHAN (UPPER)","2B05",1476,"1/4/2014",127,351,NA,109,28,"January_1",323
"BARNES CREEK","2B06",1598,"1/4/2014",110,304,NA,120,28,"January_1",253
"KOCH CREEK","2B07",1813,"1/4/2014",90,242,NA,70,27,"January_1",346
"ST. LEON CREEK","2B08",1828,"1/4/2014",217,592,NA,101,27,"January_1",585
"SUMALLO RIVER WEST","3D01C",801,"1/4/2014",18,47,NA,NA,26,"January_1",NA
"KLESILKWA","3D03A",1134,"1/4/2014",11,23,NA,19,21,"January_1",123
"GERMANSEN (UPPER)","4A05",1489,"1/4/2014",78,180,NA,97,23,"January_1",186
"TUTIZZI LAKE","4A06",1043,"1/4/2014",76,171,NA,120,23,"January_1",142
"FREDRICKSON LAKE","4A10",1323,"1/4/2014",82,197,NA,154,24,"January_1",128
"TRYGVE LAKE","4A11",1409,"1/4/2014",82,190,NA,92,23,"January_1",207
"TSAYDAYCHI LAKE","4A12",1173,"1/4/2014",94,222,NA,102,24,"January_1",217
"PHILIP LAKE","4A13",1013,"1/4/2014",63,138,NA,90,22,"January_1",154
"JOHANSON LAKE","4B02",1480,"1/4/2014",79,185,NA,111,23,"January_1",167
"BURNS LAKE","1A16",820,"1/5/2014",33,76,NA,107,23,"January_1",71
"NAZKO","1C08",1029,"1/5/2014",43,92,NA,224,21,"January_1",41
"BEAVERFOOT","2A11",1924,"1/5/2014",49,104,NA,96,21,"January_1",108
"VERMONT CREEK","2A19",1533,"1/5/2014",74,179,NA,86,24,"January_1",207
"RECORD MOUNTAIN","2B09",1906,"1/5/2014",66,136,NA,43,21,"January_1",319
"FLOE LAKE","2C14",2087,"1/5/2014",132,324,NA,84,25,"January_1",384
"MOUNT ASSINIBOINE","2C15",2230,"1/5/2014",114,252,NA,94,22,"January_1",267
"THUNDER CREEK","2C17",2062,"1/5/2014",NA,NA,"N",NA,NA,"January_1",NA
"FERGUSON","2D02",929,"1/5/2014",111,269,NA,105,24,"January_1",256
"MOUNT TEMPLEMAN","2D09",1879,"1/5/2014",NA,NA,"N",NA,NA,"January_1",NA
"MC LEOD LAKE","4A01",980,"1/5/2014",101,215,NA,239,21,"January_1",90
"WARE (UPPER)","4A03",1563,"1/5/2014",65,145,NA,96,22,"January_1",151
"WARE (LOWER)","4A04",969,"1/5/2014",73,152,NA,138,21,"January_1",110
"LADY LAURIER LAKE","4A07",1446,"1/5/2014",113,283,NA,96,25,"January_1",295
"PULPIT LAKE","4A09",1331,"1/5/2014",123,307,NA,131,25,"January_1",235
"MOUNT STEARNS","4A21",1514,"1/5/2014",48,89,NA,109,19,"January_1",82
"PALISADE LAKE","3A09",898,"1/6/2014",26,86,NA,26,33,"January_1",334
"ORCHID LAKE","3A19",1178,"1/6/2014",75,224,NA,30,30,"January_1",739
"GRAYSTOKE LAKE","2F04",1818,"1/10/2014",85,184,"B",125,22,"January_1",147
"MOUNT TIMOTHY","1C17",1632,"1/26/2014",102,315,NA,143,31,"February_1",221
"BIG CREEK","1C21",1130,"1/26/2014",29,72,NA,147,25,"February_1",49
"STAVE LAKE","1D08",1211,"1/26/2014",115,418,NA,47,36,"February_1",881
"WAHLEACH LAKE","1D09",1395,"1/26/2014",62,243,NA,67,39,"February_1",364
"NAHATLATCH RIVER","1D10",1530,"1/26/2014",NA,NA,"N",NA,NA,"February_1",NA
"DICKSON LAKE","1D16",1147,"1/26/2014",112,472,NA,51,42,"February_1",918
"ANGLEMONT","1F02",1168,"1/26/2014",102,346,NA,127,34,"February_1",272
"GOLDSTREAM","2A16",1914,"1/26/2014",206,709,NA,87,34,"February_1",816
"KEYSTONE CREEK","2A18",1839,"1/26/2014",124,396,NA,72,32,"February_1",548
"SUNBEAM LAKE","2A22",2066,"1/26/2014",166,551,NA,88,33,"February_1",629
"BUSH RIVER","2A23",1982,"1/26/2014",137,418,NA,72,31,"February_1",577
"KIRBYVILLE LAKE","2A25",1739,"1/26/2014",185,639,NA,77,35,"February_1",827
"DOWNIE SLIDE (LOWER)","2A27",964,"1/26/2014",157,480,NA,96,31,"February_1",501
"DOWNIE SLIDE (UPPER)","2A29",1628,"1/26/2014",203,726,NA,75,36,"February_1",965
"MOUNT ASSINIBOINE","2C15",2230,"1/26/2014",NA,NA,"N",NA,NA,"February_1",NA
"TROUT CREEK","2F01",1428,"1/26/2014",54,152,NA,120,28,"February_1",127
"TROUT CREEK (WEST)","2F01A",1430,"1/26/2014",47,141,NA,96,30,"February_1",147
"GREYBACK RESERVOIR","2F08",1548,"1/26/2014",67,195,NA,124,29,"February_1",157
"SUMALLO RIVER WEST","3D01C",801,"1/26/2014",21,57,NA,35,27,"February_1",161
"KLESILKWA","3D03A",1134,"1/26/2014",18,60,NA,33,33,"February_1",180
"MCGILLIVRAY PASS","1C05",1715,"1/27/2014",76,205,NA,52,27,"February_1",397
"BRALORNE","1C14",1382,"1/27/2014",35,84,NA,67,24,"February_1",125
"BRALORNE (UPPER)","1C37",1980,"1/27/2014",80,250,NA,58,31,"February_1",434
"DOWNTOWN LAKE (UPPER)","1C38",1884,"1/27/2014",83,208,NA,32,25,"February_1",646
"BRIDGE GLACIER (LOWER)","1C39",1393,"1/27/2014",61,164,NA,37,27,"February_1",444
"TYAUGHTON CREEK (NORTH)","1C40",1946,"1/27/2014",79,224,NA,68,28,"February_1",331
"GLACIER","2A02",1249,"1/27/2014",137,480,NA,103,35,"February_1",468
"BEAVERFOOT","2A11",1924,"1/27/2014",59,148,NA,104,25,"February_1",142
"MOUNT ABBOT","2A14",2031,"1/27/2014",195,685,NA,83,35,"February_1",822
"FIDELITY MOUNTAIN","2A17",1852,"1/27/2014",222,736,NA,86,33,"February_1",854
"VERMONT CREEK","2A19",1533,"1/27/2014",83,229,NA,80,28,"February_1",287
"BARNES CREEK","2B06",1598,"1/27/2014",119,373,NA,104,31,"February_1",360
"ST. LEON CREEK","2B08",1828,"1/27/2014",219,755,NA,89,34,"February_1",848
"FLOE LAKE","2C14",2087,"1/27/2014",137,418,NA,81,31,"February_1",517
"MOUNT JOFFRE","2C16",1763,"1/27/2014",81,223,NA,93,28,"February_1",240
"THUNDER CREEK","2C17",2062,"1/27/2014",73,193,NA,110,26,"February_1",175
"MOUNT TEMPLEMAN","2D09",1879,"1/27/2014",164,528,NA,75,32,"February_1",701
"TROUT CREEK (WEST)","2F01A",1430,"1/27/2014",80,184,NA,125,23,"February_1",147
"LOST HORSE MOUNTAIN","2G04",1988,"1/27/2014",56,150,NA,108,27,"February_1",139
"MISSEZULA MOUNTAIN","2G05",1602,"1/27/2014",50,133,NA,92,27,"February_1",144
"DOG MOUNTAIN","3A10",1007,"1/27/2014",62,280,NA,39,45,"February_1",715
"ORCHID LAKE","3A19",1178,"1/27/2014",120,470,NA,42,39,"February_1",1114
"DEASE LAKE","4C03",805,"1/27/2014",73,218,NA,216,30,"February_1",101
"MONASHEE PASS","2E01",1387,"1/28/2014",92,292,NA,124,32,"February_1",236
"BIG WHITE MOUNTAIN","2E03",1672,"1/28/2014",102,301,NA,93,30,"February_1",322
"WHATSHAN (UPPER)","2B05",1476,"1/28/2014",138,445,NA,94,32,"February_1",475
"KOCH CREEK","2B07",1813,"1/28/2014",NA,NA,"N",NA,NA,"February_1",NA
"WHITEROCKS MOUNTAIN","2F09",1789,"1/28/2014",82,248,NA,68,30,"February_1",366
"HAMILTON HILL","2G06",1477,"1/28/2014",43,106,NA,50,25,"February_1",213
"GROUSE MOUNTAIN","3A01",1126,"1/28/2014",62,250,NA,33,40,"February_1",761
"LADY LAURIER LAKE","4A07",1446,"1/28/2014",104,343,NA,93,33,"February_1",369
"MOUNT STEARNS","4A21",1514,"1/28/2014",40,100,NA,97,25,"February_1",103
"NINGUNSAW PASS","4B10",647,"1/28/2014",90,245,NA,79,27,"February_1",312
"ISKUT","4D02",931,"1/28/2014",39,90,NA,110,23,"February_1",82
"PRINCE GEORGE AIRPORT","1A10",684,"1/29/2014",61,147,NA,153,24,"February_1",96
"BURNS LAKE","1A16",820,"1/29/2014",42,86,NA,77,20,"February_1",111
"LAC LE JEUNE (UPPER)","1C25",1471,"1/29/2014",32,73,NA,74,23,"February_1",98
"SUMMERLAND RESERVOIR","2F02",1304,"1/29/2014",62,120,NA,77,19,"February_1",156
"ISINTOK LAKE","2F11",1651,"1/29/2014",48,80,NA,73,17,"February_1",109
"WARE (UPPER)","4A03",1563,"1/29/2014",63,166,NA,90,26,"February_1",184
"SIKANNI LAKE","4C01",1390,"1/29/2014",86,256,NA,133,30,"February_1",193
"JADE CITY","4C15",943,"1/29/2014",82,260,NA,158,32,"February_1",165
"KAZA LAKE","1A12",1247,"1/30/2014",91,266,NA,111,29,"February_1",240
"CANOE RIVER","2A01A",866,"1/30/2014",50,120,NA,162,24,"February_1",74
"SULLIVAN MINE","2C04",1580,"1/30/2014",90,188,NA,101,21,"February_1",187
"NELSON","2D04",952,"1/30/2014",64,160,NA,61,25,"February_1",264
"DUNCAN LAKE NO. 2","2D07A",662,"1/30/2014",46,104,NA,79,23,"February_1",132
"POSTILL LAKE","2F07",1358,"1/30/2014",62,122,NA,88,20,"February_1",138
"MOUNT KOBAU","2F12",1817,"1/30/2014",52,84,NA,43,16,"February_1",196
"VASEUX CREEK","2F20",1403,"1/30/2014",61,110,NA,126,18,"February_1",87
"ISLAHT LAKE","2F24",1492,"1/30/2014",64,123,NA,55,19,"February_1",225
"POSTILL LAKE (UPPER)","2F25",1500,"1/30/2014",66,153,NA,NA,23,"February_1",NA
"CALLAGHAN CREEK","3A20",1009,"1/30/2014",65,234,NA,43,36,"February_1",542
"WARE (LOWER)","4A04",969,"1/30/2014",65,186,NA,130,29,"February_1",143
"GERMANSEN (UPPER)","4A05",1489,"1/30/2014",82,235,NA,99,29,"February_1",237
"TUTIZZI LAKE","4A06",1043,"1/30/2014",72,192,NA,103,27,"February_1",186
"PULPIT LAKE","4A09",1331,"1/30/2014",106,361,NA,116,34,"February_1",312
"FREDRICKSON LAKE","4A10",1323,"1/30/2014",80,233,NA,130,29,"February_1",179
"TRYGVE LAKE","4A11",1409,"1/30/2014",77,224,NA,85,29,"February_1",264
"TSAYDAYCHI LAKE","4A12",1173,"1/30/2014",92,271,NA,98,29,"February_1",277
"PHILIP LAKE","4A13",1013,"1/30/2014",68,166,NA,83,24,"February_1",199
"MORFEE MOUNTAIN","4A16",1427,"1/30/2014",198,736,NA,123,37,"February_1",597
"JOHANSON LAKE","4B02",1480,"1/30/2014",74,214,NA,101,29,"February_1",211
"HUDSON BAY MTN.","4B03A",1452,"1/30/2014",110,340,NA,94,31,"February_1",361
"TERRACE AIRPORT","4B13A",219,"1/30/2014",9,18,"T",14,20,"February_1",128
"LONGWORTH (UPPER)","1A05",1693,"1/31/2014",267,1042,NA,186,39,"February_1",559
"PACIFIC LAKE","1A11",756,"1/31/2014",190,679,NA,158,36,"February_1",430
"KNUDSEN LAKE","1A15",1598,"1/31/2014",213,818,NA,148,38,"February_1",554
"BIRD CREEK","1A23",1196,"1/31/2014",50,104,NA,101,21,"February_1",103
"MOUNT SWANNELL","1B06",1596,"1/31/2014",72,210,NA,100,29,"February_1",211
"PUNTZI MOUNTAIN","1C22",939,"1/31/2014",27,64,NA,123,24,"February_1",52
"SHOVELNOSE MOUNTAIN","1C29",1456,"1/31/2014",50,121,NA,72,24,"February_1",169
"ENDERBY","1F04",1948,"1/31/2014",197,707,NA,103,36,"February_1",688
"FIELD","2A03A",1310,"1/31/2014",62,130,NA,106,21,"February_1",123
"FERGUSON","2D02",929,"1/31/2014",121,360,NA,88,30,"February_1",407
"GRAY CREEK (LOWER)","2D05",1558,"1/31/2014",113,345,NA,113,31,"February_1",304
"GRAY CREEK (UPPER)","2D10",1926,"1/31/2014",160,500,NA,101,31,"February_1",497
"MCCULLOCH","2F03",1266,"1/31/2014",70,166,NA,142,24,"February_1",117
"OYAMA LAKE","2F19",1365,"1/31/2014",54,44,"A",37,8,"February_1",119
"PINE PASS","4A02",1439,"1/31/2014",250,955,NA,115,38,"February_1",827
"MOUNT SHEBA","4A18",1480,"1/31/2014",202,759,NA,134,38,"February_1",566
"MONKMAN CREEK","4A20",1566,"1/31/2014",131,482,NA,128,37,"February_1",376
"TACHEK CREEK","4B06",1133,"1/31/2014",71,170,NA,109,24,"February_1",156
"FORT NELSON AIRPORT","4C05",368,"1/31/2014",42,94,NA,124,22,"February_1",76
"KNOUFF LAKE","1E05",1189,"2/1/2014",43,123,NA,113,29,"February_1",109
"ADAMS RIVER","1E07",1769,"2/1/2014",129,468,NA,102,36,"February_1",457
"MOUNT WELLS","1B01",1489,"2/1/2014",105,344,NA,94,33,"February_1",365
"TAHTSA LAKE","1B02",1319,"2/1/2014",157,585,NA,69,37,"February_1",853
"SKINS LAKE","1B05",877,"2/1/2014",24,55,NA,66,23,"February_1",83
"NUTLI LAKE","1B07",1502,"2/1/2014",85,262,NA,69,31,"February_1",378
"CHAR CREEK","2D06",1290,"2/1/2014",99,256,NA,69,26,"February_1",371
"KIDPRICE LAKE","4B01",1415,"2/1/2014",141,512,NA,77,36,"February_1",664
"BLUE RIVER","1E01B",673,"2/2/2014",112,332,NA,136,30,"February_1",245
"FERNIE EAST","2C07",1213,"2/2/2014",70,184,NA,87,26,"February_1",212
"SILVER STAR MOUNTAIN","2F10",1834,"2/2/2014",137,483,NA,97,35,"February_1",498
"ABERDEEN LAKE","1F01A",1262,"2/3/2014",56,123,NA,115,22,"February_1",107
"KICKING HORSE","2A07",1648,"2/3/2014",87,222,NA,98,26,"February_1",227
"GRANITE MOUNTAIN","1C33A",1175,"2/4/2014",62,173,NA,124,28,"February_1",139
"FARRON","2B02A",1229,"2/4/2014",72,182,NA,83,25,"February_1",219
"GRAYSTOKE LAKE","2F04",1818,"2/4/2014",96,308,NA,141,32,"February_1",219
"FORBIDDEN PLATEAU","3B01",1110,"2/4/2014",76,253,NA,27,33,"February_1",922
"ELK RIVER","3B04",270,"2/4/2014",0,0,NA,0,NA,"February_1",61
"WOLF RIVER (MIDDLE)","3B18",1050,"2/4/2014",0,0,NA,0,NA,"February_1",400
"WOLF RIVER (LOWER)","3B19",615,"2/4/2014",0,0,NA,0,NA,"February_1",244
"FORT ST. JOHN AIRPORT","4A25",692,"2/5/2014",55,132,NA,165,24,"February_1",80
"NAZKO","1C08",1029,"2/6/2014",40,100,NA,175,25,"February_1",57
"RECORD MOUNTAIN","2B09",1906,"2/7/2014",104,236,NA,49,23,"February_1",481
"MOUNT ABBOT","2A14",2031,"2/22/2014",295,939,NA,94,32,"March_1",1000
"FIDELITY MOUNTAIN","2A17",1852,"2/22/2014",307,948,NA,91,31,"March_1",1043
"ADAMS RIVER","1E07",1769,"2/23/2014",165,525,NA,94,32,"March_1",560
"TROPHY MOUNTAIN","1E03A",1907,"2/23/2014",156,488,NA,108,31,"March_1",452
"ANGLEMONT","1F02",1168,"2/23/2014",120,410,NA,127,34,"March_1",323
"GLACIER","2A02",1249,"2/23/2014",196,620,NA,106,32,"March_1",585
"GOLDSTREAM","2A16",1914,"2/23/2014",282,907,NA,95,32,"March_1",954
"KEYSTONE CREEK","2A18",1839,"2/23/2014",185,522,NA,78,28,"March_1",671
"SUNBEAM LAKE","2A22",2066,"2/23/2014",NA,NA,"N",NA,NA,"March_1",NA
"BUSH RIVER","2A23",1982,"2/23/2014",NA,NA,"N",NA,NA,"March_1",NA
"KIRBYVILLE LAKE","2A25",1739,"2/23/2014",263,801,NA,81,30,"March_1",990
"DOWNIE SLIDE (LOWER)","2A27",964,"2/23/2014",220,626,NA,101,28,"March_1",618
"DOWNIE SLIDE (UPPER)","2A29",1628,"2/23/2014",288,930,NA,81,32,"March_1",1146
"VASEUX CREEK","2F20",1403,"2/23/2014",73,144,NA,127,20,"March_1",113
"BOULEAU LAKE","2F21",1405,"2/23/2014",83,184,NA,69,22,"March_1",267
"BEAVERFOOT","2A11",1924,"2/24/2014",74,166,NA,99,22,"March_1",167
"VERMONT CREEK","2A19",1533,"2/24/2014",118,326,NA,92,28,"March_1",356
"SULLIVAN MINE","2C04",1580,"2/24/2014",112,264,NA,112,24,"March_1",235
"FLOE LAKE","2C14",2087,"2/24/2014",190,532,NA,85,28,"March_1",623
"MOUNT ASSINIBOINE","2C15",2230,"2/24/2014",NA,NA,"N",NA,NA,"March_1",NA
"MOUNT JOFFRE","2C16",1763,"2/24/2014",117,292,NA,100,25,"March_1",291
"THUNDER CREEK","2C17",2062,"2/24/2014",NA,NA,"N",NA,NA,"March_1",NA
"MOUNT TEMPLEMAN","2D09",1879,"2/24/2014",NA,NA,"N",NA,NA,"March_1",NA
"LADY LAURIER LAKE","4A07",1446,"2/24/2014",127,369,NA,82,29,"March_1",452
"MOUNT STEARNS","4A21",1514,"2/24/2014",51,115,NA,93,23,"March_1",124
"MONASHEE PASS","2E01",1387,"2/25/2014",112,330,NA,117,29,"March_1",282
"BLUEJOINT MOUNTAIN","2E06",1990,"2/25/2014",148,433,NA,65,29,"March_1",667
"MOUNT TIMOTHY","1C17",1632,"2/25/2014",114,332,NA,125,29,"March_1",266
"STAVE LAKE","1D08",1211,"2/25/2014",263,823,NA,70,31,"March_1",1178
"WHATSHAN (UPPER)","2B05",1476,"2/25/2014",171,529,NA,93,31,"March_1",570
"BARNES CREEK","2B06",1598,"2/25/2014",145,426,NA,100,29,"March_1",428
"KOCH CREEK","2B07",1813,"2/25/2014",144,412,NA,69,29,"March_1",601
"ST. LEON CREEK","2B08",1828,"2/25/2014",296,996,NA,97,34,"March_1",1031
"WHITEROCKS MOUNTAIN","2F09",1789,"2/25/2014",120,340,NA,76,28,"March_1",450
"ESPERON CR (UPPER)","2F13",1634,"2/25/2014",95,266,NA,81,28,"March_1",330
"GROUSE MOUNTAIN","3A01",1126,"2/25/2014",185,560,NA,58,30,"March_1",966
"WARE (UPPER)","4A03",1563,"2/25/2014",70,196,NA,89,28,"March_1",220
"WARE (LOWER)","4A04",969,"2/25/2014",72,199,NA,119,28,"March_1",167
"PULPIT LAKE","4A09",1331,"2/25/2014",116,366,NA,98,32,"March_1",372
"TRYGVE LAKE","4A11",1409,"2/25/2014",92,266,NA,83,29,"March_1",319
"CHAPMAN LAKE","4B04",1485,"2/25/2014",109,339,NA,83,31,"March_1",407
"MCKENDRICK CREEK","4B07",1048,"2/25/2014",95,270,NA,110,28,"March_1",246
"MOUNT CRONIN","4B08",1491,"2/25/2014",114,356,NA,71,31,"March_1",498
"SIKANNI LAKE","4C01",1390,"2/25/2014",98,270,NA,113,28,"March_1",238
"JADE CITY","4C15",943,"2/25/2014",86,270,NA,131,31,"March_1",206
"CARMI","2E02",1254,"2/26/2014",51,91,NA,70,18,"March_1",130
"KAZA LAKE","1A12",1247,"2/26/2014",99,303,NA,103,31,"March_1",295
"BURNS LAKE","1A16",820,"2/26/2014",57,120,NA,92,21,"March_1",130
"MCGILLIVRAY PASS","1C05",1715,"2/26/2014",122,305,NA,62,25,"March_1",492
"BRALORNE","1C14",1382,"2/26/2014",53,116,NA,78,22,"March_1",149
"BIG CREEK","1C21",1130,"2/26/2014",34,80,NA,167,24,"March_1",48
"BRALORNE (UPPER)","1C37",1980,"2/26/2014",NA,NA,"N",NA,NA,"March_1",NA
"DOWNTOWN LAKE (UPPER)","1C38",1884,"2/26/2014",NA,NA,"N",NA,NA,"March_1",NA
